Sample,Age,City,Date,Event,Sample,Sport,State
CPR_SH.FR088,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FR089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FR090,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT021,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT023,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT024,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT025,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT026,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT027,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT028,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT029,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT030,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT031,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT032,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT033,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT034,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT035,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT081,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT082,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT083,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT084,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT085,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT087,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT088,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT089,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT090,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT091,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FT097,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.FZ014,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.LV020,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.MB075,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_SH.MC080,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown
CPR_CP.AQ041,Kid,Monrovia,9/24/2013,Wildrose,AQ041,,CA
CPR_CP.AQ042,Kid,Monrovia,9/24/2013,Wildrose,AQ042,,CA
CPR_CP.AQ044,Kid,Monrovia,9/24/2013,Wildrose,AQ044,,CA
CPR_CP.AQ045,Kid,Monrovia,9/24/2013,Wildrose,AQ045,,CA
CPR_CP.AQ046,Kid,Monrovia,9/24/2013,Wildrose,AQ046,,CA
CPR_CP.AQ047,Kid,Monrovia,9/24/2013,Wildrose,AQ047,,CA
CPR_CP.AQ048,Kid,Monrovia,9/24/2013,Wildrose,AQ048,,CA
CPR_CP.AQ050,Kid,Monrovia,9/24/2013,Wildrose,AQ050,,CA
CPR_CP.AQ051,Kid,Monrovia,9/24/2013,Wildrose,AQ051,,CA
CPR_CP.AQ053,Kid,Monrovia,9/24/2013,Wildrose,AQ053,,CA
CPR_CP.AQ054,Kid,Monrovia,9/24/2013,Wildrose,AQ054,,CA
CPR_CP.AQ055,Kid,Monrovia,9/24/2013,Wildrose,AQ055,,CA
CPR_CP.AQ056,Kid,Monrovia,9/24/2013,Wildrose,AQ056,,CA
CPR_CP.AQ057,Kid,Monrovia,9/24/2013,Wildrose,AQ057,,CA
CPR_CP.AQ058,Kid,Monrovia,9/24/2013,Wildrose,AQ058,,CA
CPR_CP.AQ059,Kid,Monrovia,9/24/2013,Wildrose,AQ059,,CA
CPR_CP.AQ060,Kid,Monrovia,9/24/2013,Wildrose,AQ060,,CA
CPR_SH.AQ042,Kid,Monrovia,9/24/2013,Wildrose,AQ042,,CA
CPR_SH.AQ044,Kid,Monrovia,9/24/2013,Wildrose,AQ044,,CA
CPR_SH.AQ045,Kid,Monrovia,9/24/2013,Wildrose,AQ045,,CA
CPR_SH.AQ046,Kid,Monrovia,9/24/2013,Wildrose,AQ046,,CA
CPR_SH.AQ048,Kid,Monrovia,9/24/2013,Wildrose,AQ048,,CA
CPR_SH.AQ050,Kid,Monrovia,9/24/2013,Wildrose,AQ050,,CA
CPR_SH.AQ051,Kid,Monrovia,9/24/2013,Wildrose,AQ051,,CA
CPR_SH.AQ053,Kid,Monrovia,9/24/2013,Wildrose,AQ053,,CA
CPR_SH.AQ054,Kid,Monrovia,9/24/2013,Wildrose,AQ054,,CA
CPR_SH.AQ055,Kid,Monrovia,9/24/2013,Wildrose,AQ055,,CA
CPR_SH.AQ056,Kid,Monrovia,9/24/2013,Wildrose,AQ056,,CA
CPR_SH.AQ057,Kid,Monrovia,9/24/2013,Wildrose,AQ057,,CA
CPR_SH.AQ058,Kid,Monrovia,9/24/2013,Wildrose,AQ058,,CA
CPR_SH.AQ060,Kid,Monrovia,9/24/2013,Wildrose,AQ060,,CA
CPR_CP.AA038,Adult,Washington,4/12/2013,YNDC,AA038,,DC
CPR_CP.AA041,Adult,Washington,4/12/2013,YNDC,AA041,,DC
CPR_CP.AA042,Adult,Washington,4/12/2013,YNDC,AA042,,DC
CPR_CP.AA047,Adult,Washington,4/12/2013,YNDC,AA047,,DC
CPR_CP.AA048,Adult,Washington,4/12/2013,YNDC,AA048,,DC
CPR_CP.AA049,Adult,Washington,4/12/2013,YNDC,AA049,,DC
CPR_CP.AA052,Adult,Washington,4/12/2013,YNDC,AA052,,DC
CPR_SH.AA041,Adult,Washington,4/12/2013,YNDC,AA041,,DC
CPR_SH.AA042,Adult,Washington,4/12/2013,YNDC,AA042,,DC
CPR_SH.AA047,Adult,Washington,4/12/2013,YNDC,AA047,,DC
CPR_SH.AA048,Adult,Washington,4/12/2013,YNDC,AA048,,DC
CPR_SH.AA049,Adult,Washington,4/12/2013,YNDC,AA049,,DC
CPR_SH.AA052,Adult,Washington,4/12/2013,YNDC,AA052,,DC
CPR_CP.AA053,Adult,Durham,4/12/2013,YNNC,AA053,,NC
CPR_CP.AA055,Adult,Durham,4/12/2013,YNNC,AA055,,NC
CPR_CP.AA056,Adult,Durham,4/12/2013,YNNC,AA056,,NC
CPR_CP.AA057,Adult,Durham,4/12/2013,YNNC,AA057,,NC
CPR_CP.AA058,Adult,Durham,4/12/2013,YNNC,AA058,,NC
CPR_CP.AA060,Adult,Durham,4/12/2013,YNNC,AA060,,NC
CPR_CP.AA061,Adult,Durham,4/12/2013,YNNC,AA061,,NC
CPR_CP.AA062,Adult,Durham,4/12/2013,YNNC,AA062,,NC
CPR_CP.AA063,Adult,Durham,4/12/2013,YNNC,AA063,,NC
CPR_CP.AA064,Adult,Durham,4/12/2013,YNNC,AA064,,NC
CPR_CP.AA065,Adult,Durham,4/12/2013,YNNC,AA065,,NC
CPR_CP.AA066,Adult,Durham,4/12/2013,YNNC,AA066,,NC
CPR_CP.AA067,Adult,Durham,4/12/2013,YNNC,AA067,,NC
CPR_CP.AA068,Adult,Durham,4/12/2013,YNNC,AA068,,NC
CPR_CP.AA069,Adult,Durham,4/12/2013,YNNC,AA069,,NC
CPR_CP.AA070,Adult,Durham,4/12/2013,YNNC,AA070,,NC
CPR_CP.AA071,Adult,Durham,4/12/2013,YNNC,AA071,,NC
CPR_CP.AA072,Adult,Durham,4/12/2013,YNNC,AA072,,NC
CPR_CP.AA073,Adult,Durham,4/12/2013,YNNC,AA073,,NC
CPR_CP.AA074,Adult,Durham,4/12/2013,YNNC,AA074,,NC
CPR_CP.AA075,Adult,Durham,4/12/2013,YNNC,AA075,,NC
CPR_CP.AA076,Adult,Durham,4/12/2013,YNNC,AA076,,NC
CPR_CP.AA077,Adult,Durham,4/12/2013,YNNC,AA077,,NC
CPR_CP.AA078,Adult,Durham,4/12/2013,YNNC,AA078,,NC
CPR_SH.AA054,Adult,Durham,4/12/2013,YNNC,AA054,,NC
CPR_SH.AA055,Adult,Durham,4/12/2013,YNNC,AA055,,NC
CPR_SH.AA056,Adult,Durham,4/12/2013,YNNC,AA056,,NC
CPR_SH.AA057,Adult,Durham,4/12/2013,YNNC,AA057,,NC
CPR_SH.AA058,Adult,Durham,4/12/2013,YNNC,AA058,,NC
CPR_SH.AA060,Adult,Durham,4/12/2013,YNNC,AA060,,NC
CPR_SH.AA061,Adult,Durham,4/12/2013,YNNC,AA061,,NC
CPR_SH.AA062,Adult,Durham,4/12/2013,YNNC,AA062,,NC
CPR_SH.AA068,Adult,Durham,4/12/2013,YNNC,AA068,,NC
CPR_SH.AA071,Adult,Durham,4/12/2013,YNNC,AA071,,NC
CPR_SH.AA072,Adult,Durham,4/12/2013,YNNC,AA072,,NC
CPR_SH.AA073,Adult,Durham,4/12/2013,YNNC,AA073,,NC
CPR_CP.AC001,Adult,New York,4/16/2013,YNNY,AC001,,NY
CPR_CP.AC003,Adult,New York,4/16/2013,YNNY,AC003,,NY
CPR_CP.AC004,Adult,New York,4/16/2013,YNNY,AC004,,NY
CPR_CP.AC005,Adult,New York,4/16/2013,YNNY,AC005,,NY
CPR_CP.AC006,Adult,New York,4/16/2013,YNNY,AC006,,NY
CPR_CP.AC009,Adult,New York,4/16/2013,YNNY,AC009,,NY
CPR_CP.AC010,Adult,New York,4/16/2013,YNNY,AC010,,NY
CPR_CP.AC011,Adult,New York,4/16/2013,YNNY,AC011,,NY
CPR_CP.AC012,Adult,New York,4/16/2013,YNNY,AC012,,NY
CPR_CP.AC013,Adult,New York,4/16/2013,YNNY,AC013,,NY
CPR_CP.AC014,Adult,New York,4/16/2013,YNNY,AC014,,NY
CPR_CP.AC016,Adult,New York,4/16/2013,YNNY,AC016,,NY
CPR_CP.AC017,Adult,New York,4/16/2013,YNNY,AC017,,NY
CPR_CP.AC018,Adult,New York,4/16/2013,YNNY,AC018,,NY
CPR_CP.AC019,Adult,New York,4/16/2013,YNNY,AC019,,NY
CPR_CP.AC020,Adult,New York,4/16/2013,YNNY,AC020,,NY
CPR_CP.AC021,Adult,New York,4/16/2013,YNNY,AC021,,NY
CPR_CP.AC023,Adult,New York,4/16/2013,YNNY,AC023,,NY
CPR_CP.AC024,Adult,New York,4/16/2013,YNNY,AC024,,NY
CPR_SH.AC001,Adult,New York,4/16/2013,YNNY,AC001,,NY
CPR_SH.AC003,Adult,New York,4/16/2013,YNNY,AC003,,NY
CPR_SH.AC004,Adult,New York,4/16/2013,YNNY,AC004,,NY
CPR_SH.AC005,Adult,New York,4/16/2013,YNNY,AC005,,NY
CPR_SH.AC006,Adult,New York,4/16/2013,YNNY,AC006,,NY
CPR_SH.AC009,Adult,New York,4/16/2013,YNNY,AC009,,NY
CPR_SH.AC010,Adult,New York,4/16/2013,YNNY,AC010,,NY
CPR_SH.AC011,Adult,New York,4/16/2013,YNNY,AC011,,NY
CPR_SH.AC012,Adult,New York,4/16/2013,YNNY,AC012,,NY
CPR_SH.AC013,Adult,New York,4/16/2013,YNNY,AC013,,NY
CPR_SH.AC014,Adult,New York,4/16/2013,YNNY,AC014,,NY
CPR_SH.AC015,Adult,New York,4/16/2013,YNNY,AC015,,NY
CPR_SH.AC016,Adult,New York,4/16/2013,YNNY,AC016,,NY
CPR_SH.AC017,Adult,New York,4/16/2013,YNNY,AC017,,NY
CPR_SH.AC018,Adult,New York,4/16/2013,YNNY,AC018,,NY
CPR_SH.AC019,Adult,New York,4/16/2013,YNNY,AC019,,NY
CPR_SH.AC020,Adult,New York,4/16/2013,YNNY,AC020,,NY
CPR_SH.AC021,Adult,New York,4/16/2013,YNNY,AC021,,NY
CPR_SH.AC022,Adult,New York,4/16/2013,YNNY,AC022,,NY
CPR_SH.AC023,Adult,New York,4/16/2013,YNNY,AC023,,NY
CPR_SH.AC024,Adult,New York,4/16/2013,YNNY,AC024,,NY
CPR_CP.FZ041,Mixed,Houston,4/14/2014,YYCPA,FZ041,,TX
CPR_CP.FZ042,Mixed,Houston,4/14/2014,YYCPA,FZ042,,TX
CPR_CP.FZ045,Mixed,Houston,4/14/2014,YYCPA,FZ045,,TX
CPR_CP.FZ046,Mixed,Houston,4/14/2014,YYCPA,FZ046,,TX
CPR_CP.FZ047,Mixed,Houston,4/14/2014,YYCPA,FZ047,,TX
CPR_CP.FZ048,Mixed,Houston,4/14/2014,YYCPA,FZ048,,TX
CPR_CP.FZ049,Mixed,Houston,4/14/2014,YYCPA,FZ049,,TX
CPR_CP.FZ050,Mixed,Houston,4/14/2014,YYCPA,FZ050,,TX
CPR_CP.FZ051,Mixed,Houston,4/14/2014,YYCPA,FZ051,,TX
CPR_CP.FZ052,Mixed,Houston,4/14/2014,YYCPA,FZ052,,TX
CPR_CP.FZ053,Mixed,Houston,4/14/2014,YYCPA,FZ053,,TX
CPR_CP.FZ054,Mixed,Houston,4/14/2014,YYCPA,FZ054,,TX
CPR_CP.FZ055,Mixed,Houston,4/14/2014,YYCPA,FZ055,,TX
CPR_CP.FZ056,Mixed,Houston,4/14/2014,YYCPA,FZ056,,TX
CPR_CP.FZ057,Mixed,Houston,4/14/2014,YYCPA,FZ057,,TX
CPR_CP.FZ058,Mixed,Houston,4/14/2014,YYCPA,FZ058,,TX
CPR_CP.FZ059,Mixed,Houston,4/14/2014,YYCPA,FZ059,,TX
CPR_CP.FZ060,Mixed,Houston,4/14/2014,YYCPA,FZ060,,TX
CPR_CP.FZ061,Mixed,Houston,4/14/2014,YYCPA,FZ061,,TX
CPR_CP.FZ062,Mixed,Houston,4/14/2014,YYCPA,FZ062,,TX
CPR_CP.FZ063,Mixed,Houston,4/14/2014,YYCPA,FZ063,,TX
CPR_CP.FZ064,Mixed,Houston,4/14/2014,YYCPA,FZ064,,TX
CPR_CP.FZ065,Mixed,Houston,4/14/2014,YYCPA,FZ065,,TX
CPR_CP.FZ066,Mixed,Houston,4/14/2014,YYCPA,FZ066,,TX
CPR_CP.FZ067,Mixed,Houston,4/14/2014,YYCPA,FZ067,,TX
CPR_CP.FZ068,Mixed,Houston,4/14/2014,YYCPA,FZ068,,TX
CPR_CP.FZ069,Mixed,Houston,4/14/2014,YYCPA,FZ069,,TX
CPR_CP.FZ070,Mixed,Houston,4/14/2014,YYCPA,FZ070,,TX
CPR_CP.FZ071,Mixed,Houston,4/14/2014,YYCPA,FZ071,,TX
CPR_CP.FZ072,Mixed,Houston,4/14/2014,YYCPA,FZ072,,TX
CPR_CP.FZ073,Mixed,Houston,4/14/2014,YYCPA,FZ073,,TX
CPR_CP.FZ074,Mixed,Houston,4/14/2014,YYCPA,FZ074,,TX
CPR_CP.FZ076,Mixed,Houston,4/14/2014,YYCPA,FZ076,,TX
CPR_CP.FZ077,Mixed,Houston,4/14/2014,YYCPA,FZ077,,TX
CPR_CP.FZ078,Mixed,Houston,4/14/2014,YYCPA,FZ078,,TX
CPR_CP.FZ079,Mixed,Houston,4/14/2014,YYCPA,FZ079,,TX
CPR_CP.FZ080,Mixed,Houston,4/14/2014,YYCPA,FZ080,,TX
CPR_CP.FZ081,Mixed,Houston,4/14/2014,YYCPA,FZ081,,TX
CPR_CP.FZ082,Mixed,Houston,4/14/2014,YYCPA,FZ082,,TX
CPR_CP.FZ083,Mixed,Houston,4/14/2014,YYCPA,FZ083,,TX
CPR_CP.FZ084,Mixed,Houston,4/14/2014,YYCPA,FZ084,,TX
CPR_CP.FZ085,Mixed,Houston,4/14/2014,YYCPA,FZ085,,TX
CPR_CP.FZ086,Mixed,Houston,4/14/2014,YYCPA,FZ086,,TX
CPR_CP.FZ087,Mixed,Houston,4/14/2014,YYCPA,FZ087,,TX
CPR_CP.FZ088,Mixed,Houston,4/14/2014,YYCPA,FZ088,,TX
CPR_CP.FZ089,Mixed,Houston,4/14/2014,YYCPA,FZ089,,TX
CPR_CP.FZ090,Mixed,Houston,4/14/2014,YYCPA,FZ090,,TX
CPR_CP.FZ091,Mixed,Houston,4/14/2014,YYCPA,FZ091,,TX
CPR_CP.FZ092,Mixed,Houston,4/14/2014,YYCPA,FZ092,,TX
CPR_CP.FZ093,Mixed,Houston,4/14/2014,YYCPA,FZ093,,TX
CPR_CP.FZ095,Mixed,Houston,4/14/2014,YYCPA,FZ095,,TX
CPR_CP.FZ096,Mixed,Houston,4/14/2014,YYCPA,FZ096,,TX
CPR_CP.FZ097,Mixed,Houston,4/14/2014,YYCPA,FZ097,,TX
CPR_CP.FZ098,Mixed,Houston,4/14/2014,YYCPA,FZ098,,TX
CPR_CP.FZ099,Mixed,Houston,4/14/2014,YYCPA,FZ099,,TX
CPR_CP.FZ100,Mixed,Houston,4/14/2014,YYCPA,FZ100,,TX
CPR_CP.LR061,Mixed,Houston,4/14/2014,YYCPA,LR061,,TX
CPR_CP.LR062,Mixed,Houston,4/14/2014,YYCPA,LR062,,TX
CPR_CP.LR063,Mixed,Houston,4/14/2014,YYCPA,LR063,,TX
CPR_CP.LR064,Mixed,Houston,4/14/2014,YYCPA,LR064,,TX
CPR_CP.LR065,Mixed,Houston,4/14/2014,YYCPA,LR065,,TX
CPR_CP.LR067,Mixed,Houston,4/14/2014,YYCPA,LR067,,TX
CPR_CP.LR068,Mixed,Houston,4/14/2014,YYCPA,LR068,,TX
CPR_CP.LR069,Mixed,Houston,4/14/2014,YYCPA,LR069,,TX
CPR_CP.LR071,Mixed,Houston,4/14/2014,YYCPA,LR071,,TX
CPR_CP.LR072,Mixed,Houston,4/14/2014,YYCPA,LR072,,TX
CPR_CP.LR073,Mixed,Houston,4/14/2014,YYCPA,LR073,,TX
CPR_CP.LR074,Mixed,Houston,4/14/2014,YYCPA,LR074,,TX
CPR_CP.LR075,Mixed,Houston,4/14/2014,YYCPA,LR075,,TX
CPR_CP.LR076,Mixed,Houston,4/14/2014,YYCPA,LR076,,TX
CPR_CP.LR078,Mixed,Houston,4/14/2014,YYCPA,LR078,,TX
CPR_CP.LR079,Mixed,Houston,4/14/2014,YYCPA,LR079,,TX
CPR_CP.LR080,Mixed,Houston,4/14/2014,YYCPA,LR080,,TX
CPR_CP.LR081,Mixed,Houston,4/14/2014,YYCPA,LR081,,TX
CPR_CP.LR082,Mixed,Houston,4/14/2014,YYCPA,LR082,,TX
CPR_CP.LR083,Mixed,Houston,4/14/2014,YYCPA,LR083,,TX
CPR_CP.LR084,Mixed,Houston,4/14/2014,YYCPA,LR084,,TX
CPR_CP.LR085,Mixed,Houston,4/14/2014,YYCPA,LR085,,TX
CPR_CP.LR086,Mixed,Houston,4/14/2014,YYCPA,LR086,,TX
CPR_CP.LR087,Mixed,Houston,4/14/2014,YYCPA,LR087,,TX
CPR_CP.LR088,Mixed,Houston,4/14/2014,YYCPA,LR088,,TX
CPR_CP.LR089,Mixed,Houston,4/14/2014,YYCPA,LR089,,TX
CPR_CP.LR090,Mixed,Houston,4/14/2014,YYCPA,LR090,,TX
CPR_CP.LR091,Mixed,Houston,4/14/2014,YYCPA,LR091,,TX
CPR_CP.LR092,Mixed,Houston,4/14/2014,YYCPA,LR092,,TX
CPR_CP.LR094,Mixed,Houston,4/14/2014,YYCPA,LR094,,TX
CPR_CP.LR095,Mixed,Houston,4/14/2014,YYCPA,LR095,,TX
CPR_CP.LR097,Mixed,Houston,4/14/2014,YYCPA,LR097,,TX
CPR_CP.LR098,Mixed,Houston,4/14/2014,YYCPA,LR098,,TX
CPR_CP.LR099,Mixed,Houston,4/14/2014,YYCPA,LR099,,TX
CPR_SH.FZ041,Mixed,Houston,4/14/2014,YYCPA,FZ041,,TX
CPR_SH.FZ042,Mixed,Houston,4/14/2014,YYCPA,FZ042,,TX
CPR_SH.FZ044,Mixed,Houston,4/14/2014,YYCPA,FZ044,,TX
CPR_SH.FZ045,Mixed,Houston,4/14/2014,YYCPA,FZ045,,TX
CPR_SH.FZ048,Mixed,Houston,4/14/2014,YYCPA,FZ048,,TX
CPR_SH.FZ050,Mixed,Houston,4/14/2014,YYCPA,FZ050,,TX
CPR_SH.FZ052,Mixed,Houston,4/14/2014,YYCPA,FZ052,,TX
CPR_SH.FZ053,Mixed,Houston,4/14/2014,YYCPA,FZ053,,TX
CPR_SH.FZ054,Mixed,Houston,4/14/2014,YYCPA,FZ054,,TX
CPR_SH.FZ055,Mixed,Houston,4/14/2014,YYCPA,FZ055,,TX
CPR_SH.FZ056,Mixed,Houston,4/14/2014,YYCPA,FZ056,,TX
CPR_SH.FZ057,Mixed,Houston,4/14/2014,YYCPA,FZ057,,TX
CPR_SH.FZ058,Mixed,Houston,4/14/2014,YYCPA,FZ058,,TX
CPR_SH.FZ059,Mixed,Houston,4/14/2014,YYCPA,FZ059,,TX
CPR_SH.FZ060,Mixed,Houston,4/14/2014,YYCPA,FZ060,,TX
CPR_SH.FZ061,Mixed,Houston,4/14/2014,YYCPA,FZ061,,TX
CPR_SH.FZ062,Mixed,Houston,4/14/2014,YYCPA,FZ062,,TX
CPR_SH.FZ065,Mixed,Houston,4/14/2014,YYCPA,FZ065,,TX
CPR_SH.FZ066,Mixed,Houston,4/14/2014,YYCPA,FZ066,,TX
CPR_SH.FZ067,Mixed,Houston,4/14/2014,YYCPA,FZ067,,TX
CPR_SH.FZ068,Mixed,Houston,4/14/2014,YYCPA,FZ068,,TX
CPR_SH.FZ069,Mixed,Houston,4/14/2014,YYCPA,FZ069,,TX
CPR_SH.FZ071,Mixed,Houston,4/14/2014,YYCPA,FZ071,,TX
CPR_SH.FZ072,Mixed,Houston,4/14/2014,YYCPA,FZ072,,TX
CPR_SH.FZ073,Mixed,Houston,4/14/2014,YYCPA,FZ073,,TX
CPR_SH.FZ074,Mixed,Houston,4/14/2014,YYCPA,FZ074,,TX
CPR_SH.FZ075,Mixed,Houston,4/14/2014,YYCPA,FZ075,,TX
CPR_SH.FZ076,Mixed,Houston,4/14/2014,YYCPA,FZ076,,TX
CPR_SH.FZ077,Mixed,Houston,4/14/2014,YYCPA,FZ077,,TX
CPR_SH.FZ078,Mixed,Houston,4/14/2014,YYCPA,FZ078,,TX
CPR_SH.FZ079,Mixed,Houston,4/14/2014,YYCPA,FZ079,,TX
CPR_SH.FZ080,Mixed,Houston,4/14/2014,YYCPA,FZ080,,TX
CPR_SH.FZ081,Mixed,Houston,4/14/2014,YYCPA,FZ081,,TX
CPR_SH.FZ082,Mixed,Houston,4/14/2014,YYCPA,FZ082,,TX
CPR_SH.FZ083,Mixed,Houston,4/14/2014,YYCPA,FZ083,,TX
CPR_SH.FZ084,Mixed,Houston,4/14/2014,YYCPA,FZ084,,TX
CPR_SH.FZ085,Mixed,Houston,4/14/2014,YYCPA,FZ085,,TX
CPR_SH.FZ086,Mixed,Houston,4/14/2014,YYCPA,FZ086,,TX
CPR_SH.FZ090,Mixed,Houston,4/14/2014,YYCPA,FZ090,,TX
CPR_SH.FZ091,Mixed,Houston,4/14/2014,YYCPA,FZ091,,TX
CPR_SH.FZ092,Mixed,Houston,4/14/2014,YYCPA,FZ092,,TX
CPR_SH.FZ093,Mixed,Houston,4/14/2014,YYCPA,FZ093,,TX
CPR_SH.FZ094,Mixed,Houston,4/14/2014,YYCPA,FZ094,,TX
CPR_SH.FZ096,Mixed,Houston,4/14/2014,YYCPA,FZ096,,TX
CPR_SH.FZ097,Mixed,Houston,4/14/2014,YYCPA,FZ097,,TX
CPR_SH.FZ099,Mixed,Houston,4/14/2014,YYCPA,FZ099,,TX
CPR_SH.FZ100,Mixed,Houston,4/14/2014,YYCPA,FZ100,,TX
CPR_SH.LR061,Mixed,Houston,4/14/2014,YYCPA,LR061,,TX
CPR_SH.LR062,Mixed,Houston,4/14/2014,YYCPA,LR062,,TX
CPR_SH.LR063,Mixed,Houston,4/14/2014,YYCPA,LR063,,TX
CPR_SH.LR064,Mixed,Houston,4/14/2014,YYCPA,LR064,,TX
CPR_SH.LR065,Mixed,Houston,4/14/2014,YYCPA,LR065,,TX
CPR_SH.LR066,Mixed,Houston,4/14/2014,YYCPA,LR066,,TX
CPR_SH.LR067,Mixed,Houston,4/14/2014,YYCPA,LR067,,TX
CPR_SH.LR068,Mixed,Houston,4/14/2014,YYCPA,LR068,,TX
CPR_SH.LR069,Mixed,Houston,4/14/2014,YYCPA,LR069,,TX
CPR_SH.LR071,Mixed,Houston,4/14/2014,YYCPA,LR071,,TX
CPR_SH.LR073,Mixed,Houston,4/14/2014,YYCPA,LR073,,TX
CPR_SH.LR075,Mixed,Houston,4/14/2014,YYCPA,LR075,,TX
CPR_SH.LR076,Mixed,Houston,4/14/2014,YYCPA,LR076,,TX
CPR_SH.LR078,Mixed,Houston,4/14/2014,YYCPA,LR078,,TX
CPR_SH.LR079,Mixed,Houston,4/14/2014,YYCPA,LR079,,TX
CPR_SH.LR080,Mixed,Houston,4/14/2014,YYCPA,LR080,,TX
CPR_SH.LR083,Mixed,Houston,4/14/2014,YYCPA,LR083,,TX
CPR_SH.LR084,Mixed,Houston,4/14/2014,YYCPA,LR084,,TX
CPR_SH.LR085,Mixed,Houston,4/14/2014,YYCPA,LR085,,TX
CPR_SH.LR086,Mixed,Houston,4/14/2014,YYCPA,LR086,,TX
CPR_SH.LR087,Mixed,Houston,4/14/2014,YYCPA,LR087,,TX
CPR_SH.LR088,Mixed,Houston,4/14/2014,YYCPA,LR088,,TX
CPR_SH.LR089,Mixed,Houston,4/14/2014,YYCPA,LR089,,TX
CPR_SH.LR090,Mixed,Houston,4/14/2014,YYCPA,LR090,,TX
CPR_SH.LR091,Mixed,Houston,4/14/2014,YYCPA,LR091,,TX
CPR_SH.LR092,Mixed,Houston,4/14/2014,YYCPA,LR092,,TX
CPR_SH.LR093,Mixed,Houston,4/14/2014,YYCPA,LR093,,TX
CPR_SH.LR094,Mixed,Houston,4/14/2014,YYCPA,LR094,,TX
CPR_SH.LR095,Mixed,Houston,4/14/2014,YYCPA,LR095,,TX
CPR_SH.LR096,Mixed,Houston,4/14/2014,YYCPA,LR096,,TX
CPR_SH.LR097,Mixed,Houston,4/14/2014,YYCPA,LR097,,TX
CPR_SH.LR098,Mixed,Houston,4/14/2014,YYCPA,LR098,,TX
CPR_SH.LR099,Mixed,Houston,4/14/2014,YYCPA,LR099,,TX
CPR_SH.LR100,Mixed,Houston,4/14/2014,YYCPA,LR100,,TX
